age_at_enrollment,inflation_rate,gdp,marital_status_decoded,application_mode_decoded,course_decoded,daytimeevening_attendance_decoded,previous_qualification_decoded,nationality_decoded,mothers_qualification_decoded,fathers_qualification_decoded,mothers_occupation_decoded,fathers_occupation_decoded,gender_decoded,displaced_decoded,educational_special_needs_decoded,tuition_fees_up_to_date_decoded,debtor_decoded,scholarship_holder_decoded,international_decoded,total_credited,total_enrolled,total_evaluations,total_approved,weighted_avg_grade,y
57,-0.8,-3.12,Married,Other,Management,Daytime,Higher education,Other,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Male,No,No,No,No,No,No,21,29,33,21,11.978956228956218,1
26,-0.8,-3.12,Single,Over 23 years old,Advertising and Marketing Management,Daytime,Secondary education,Santomean,Secondary Education,Secondary Education,Administrative staff,Administrative staff,Male,No,No,Yes,No,No,No,0,10,14,6,12.5,1
19,-0.8,-3.12,Single,1st phase,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Administrative staff,Unskilled Workers,Male,No,No,Yes,No,No,No,0,10,10,9,11.525,0
23,0.5,1.79,Single,Specialized diploma,Veterinary Nursing,Daytime,Specialized course,Romanian,Some High School,Basic education or less,Administrative staff,Installation and Machine Operators and Assembly Workers,Male,Yes,No,Yes,No,No,No,2,12,18,7,12.944444444444445,1
27,1.4,1.74,Single,Over 23 years old,Management,Evening,Secondary education,Santomean,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Male,No,No,Yes,No,No,No,0,10,11,10,14.636363636363654,0
20,0.5,1.79,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers, and Sellers",Male,Yes,No,Yes,Yes,Yes,No,0,15,15,15,12.919999999999993,0
19,1.4,1.74,Single,3rd phase,Design and Multimedia,Daytime,Secondary education,Cape Verdean,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Personal Services, Security and Safety Workers, and Sellers",Female,No,No,Yes,No,Yes,No,11,23,24,22,12.587121212121199,0
19,0.6,2.02,Single,1st phase,Equiniculture,Daytime,Secondary education,Portuguese,Higher education,Basic education or less,Specialists in Intellectual and Scientific Activities,Unskilled Workers,Female,Yes,No,No,Yes,No,No,0,12,0,0,0.0,1
20,0.3,-0.92,Single,1st phase,Design and Multimedia,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,No,No,0,12,14,11,11.9,0
22,2.6,0.32,Single,Change in institution/course,Management,Evening,Secondary education,Brazilian,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,18,29,32,29,11.775892857142843,0
18,2.6,0.32,Single,1st phase,Management,Daytime,Secondary education,Portuguese,Specialized course,Some High School,Administrative staff,Administrative staff,Female,Yes,No,Yes,No,No,No,0,10,15,7,12.17777777777776,0
27,3.7,-1.7,Married,Over 23 years old,Nursing,Daytime,Higher education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,0,16,16,14,15.9428571428571,0
27,2.8,-4.06,Single,Over 23 years old,Management,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,No,No,0,10,0,0,0.0,1
19,0.6,2.02,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,12,18,10,10.4563492063492,0
23,3.7,-1.7,Single,1st phase,Social Service,Evening,Secondary education,Portuguese,Specialized course,Basic education or less,Other,Armed Forces Professions,Female,No,No,Yes,No,Yes,No,0,12,12,12,13.33333333333335,0
22,2.6,0.32,Single,Change in institution/course,Nursing,Daytime,Secondary education,Brazilian,Some High School,Basic education or less,Other,Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,Yes,No,36,46,46,40,14.575,0
18,3.7,-1.7,Single,2nd phase,Tourism,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,Yes,No,0,12,15,1,6.0,1
18,0.5,1.79,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,12,15,12,11.82857142857142,0
31,1.4,1.74,Single,Over 23 years old,Social Service,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,12,12,12,13.16666666666665,0
19,2.8,-4.06,Single,2nd phase,Journalism and Communication,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,0,12,8,4,11.25,1
24,1.4,1.74,Single,2nd phase,Social Service,Evening,Secondary education,Angolan,Specialized course,Basic education or less,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,No,No,0,12,24,1,6.0,1
19,2.8,-4.06,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Intermediate Level Technicians and Professions,Armed Forces Professions,Female,No,No,Yes,No,No,No,0,15,18,15,13.40611111111111,0
19,2.6,0.32,Single,2nd phase,Management,Daytime,Secondary education,Angolan,Secondary Education,Secondary Education,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,No,No,0,10,11,10,12.581818181818182,0
26,0.3,-0.92,Single,Over 23 years old,Advertising and Marketing Management,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,No,No,No,No,0,12,20,7,11.6125,1
19,0.6,2.02,Single,2nd phase,Social Service,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,0,12,14,12,12.2142857142857,0
29,-0.8,-3.12,Married,Over 23 years old,Veterinary Nursing,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Other,Administrative staff,Female,No,No,Yes,No,No,No,0,10,14,10,15.361904761904743,1
18,-0.8,-3.12,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,Yes,No,0,16,16,16,12.32,0
19,0.6,2.02,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Unskilled Workers,Armed Forces Professions,Female,Yes,No,Yes,No,No,No,0,15,15,15,14.30933333333332,0
18,2.8,-4.06,Single,1st phase,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Intermediate Level Technicians and Professions,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,10,11,10,15.90909090909089,0
19,0.5,1.79,Single,2nd phase,Nursing,Daytime,Secondary education,Angolan,Higher education,Higher education,Administrative staff,Administrative staff,Female,Yes,No,Yes,No,No,No,0,15,16,15,15.100000000000037,0
19,-0.3,0.79,Single,2nd phase,Tourism,Daytime,Secondary education,Angolan,Secondary Education,Secondary Education,Administrative staff,Administrative staff,Female,Yes,No,Yes,No,No,No,0,12,13,12,11.974358974358976,1
19,3.7,-1.7,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,No,No,0,12,12,12,11.58333333333335,0
19,1.4,3.51,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers",Installation and Machine Operators and Assembly Workers,Female,No,No,Yes,No,Yes,No,0,12,12,12,14.16666666666665,0
18,-0.8,-3.12,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen",Unskilled Workers,Female,Yes,No,No,Yes,No,No,0,15,0,0,0.0,1
20,-0.3,0.79,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,0,12,13,12,13.461538461538462,0
20,-0.8,-3.12,Single,2nd phase,Tourism,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Intermediate Level Technicians and Professions,Armed Forces Professions,Female,No,No,Yes,No,No,No,0,12,17,9,11.170588235294119,0
31,-0.8,-3.12,Married,1st phase,Management,Evening,Higher education,Portuguese,Specialized course,Basic education or less,Other,Intermediate Level Technicians and Professions,Female,No,No,Yes,No,No,No,8,20,26,11,11.951282051282039,1
20,3.7,-1.7,Single,1st phase,Oral Hygiene,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen",Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,15,22,15,10.972727272727246,0
18,2.6,0.32,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,14,14,12,14.65,0
19,0.3,-0.92,Single,2nd phase,Nursing,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,Yes,No,0,15,18,15,14.416666666666682,0
30,-0.8,-3.12,Single,Change in institution/course,Social Service,Daytime,Secondary education,Brazilian,Some High School,Unknown,Other,Other,Female,No,No,Yes,No,No,No,20,29,33,28,12.183838383838415,0
19,0.5,1.79,Single,3rd phase,Management,Daytime,Secondary education,Cape Verdean,Specialized course,Basic education or less,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,No,No,0,10,14,10,12.885714285714286,0
22,2.6,0.32,Single,1st phase,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Administrative staff,Unskilled Workers,Female,Yes,No,Yes,Yes,No,No,0,10,10,10,13.4,0
18,0.6,2.02,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Administrative staff,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,12,12,12,12.75,0
18,3.7,-1.7,Single,2nd phase,Social Service,Daytime,Secondary education,Angolan,Higher education,Secondary Education,Intermediate Level Technicians and Professions,Administrative staff,Female,Yes,No,Yes,No,No,No,0,12,18,11,11.88888888888889,0
19,3.7,-1.7,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Female,Yes,No,Yes,No,Yes,No,0,16,16,14,12.7857142857143,0
18,0.3,-0.92,Single,1st phase,Equiniculture,Daytime,Secondary education,Portuguese,Higher education,Secondary Education,Specialists in Intellectual and Scientific Activities,Administrative staff,Female,Yes,No,Yes,No,No,No,0,12,17,12,14.052287581699305,0
18,3.7,-1.7,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,0,10,18,8,12.194444444444445,0
25,-0.3,0.79,Single,Over 23 years old,Veterinary Nursing,Daytime,Higher education,Santomean,Higher education,Higher education,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,2,12,13,12,16.692307692307715,0
19,0.3,-0.92,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Administrative staff,Intermediate Level Technicians and Professions,Female,No,No,Yes,No,No,No,0,12,12,12,14.08333333333335,0
26,1.4,3.51,Single,Over 23 years old,Veterinary Nursing,Daytime,Secondary education,Santomean,Specialized course,Secondary Education,Unskilled Workers,Armed Forces Professions,Female,Yes,No,Yes,No,No,No,0,12,15,12,15.319047619047627,0
21,0.5,1.79,Single,2nd phase,Management,Daytime,Secondary education,Angolan,Secondary Education,Basic education or less,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,No,No,0,10,16,9,11.69375,0
19,-0.3,0.79,Single,1st phase,Management,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Specialists in Intellectual and Scientific Activities,Unskilled Workers,Female,No,No,Yes,No,No,No,0,10,20,1,7.7,1
19,3.7,-1.7,Single,2nd phase,Nursing,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,16,16,14,15.1142857142857,0
18,0.3,-0.92,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Female,Yes,No,Yes,No,Yes,No,0,12,15,12,14.93333333333334,0
32,1.4,1.74,Married,Change in institution/course,Management,Evening,Secondary education,Brazilian,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,Yes,No,7,20,22,15,11.532467532467509,0
18,2.8,-4.06,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Higher education,Secondary Education,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Female,No,No,Yes,No,Yes,No,0,12,14,12,11.3333333333333,0
39,-0.8,-3.12,Other,Over 23 years old,Advertising and Marketing Management,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Administrative staff,Armed Forces Professions,Female,No,No,Yes,Yes,Yes,No,0,10,13,9,10.680769230769231,0
18,1.4,3.51,Single,2nd phase,Journalism and Communication,Daytime,Secondary education,Angolan,Higher education,Secondary Education,Other,Other,Female,No,No,Yes,Yes,Yes,No,0,12,12,12,14.75,0
21,1.4,3.51,Single,1st phase,Design and Multimedia,Daytime,Secondary education,Portuguese,Higher education,Higher education,Specialists in Intellectual and Scientific Activities,Other,Female,Yes,No,Yes,No,No,No,10,23,27,23,15.148148148148133,0
21,2.8,-4.06,Single,Change in institution/course,Agronomy,Daytime,Secondary education,Brazilian,Secondary Education,Basic education or less,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,15,26,44,17,11.642045454545455,0
22,2.6,0.32,Single,1st phase,Management,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,No,No,0,10,19,5,10.140350877192969,1
20,1.4,3.51,Single,1st phase,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,Yes,Yes,0,12,15,11,12.293333333333354,0
19,1.4,1.74,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,16,16,14,14.3285714285714,0
20,-0.3,0.79,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,Yes,No,0,12,13,12,15.6153846153846,0
19,3.7,-1.7,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,10,14,10,13.171428571428569,0
18,-0.8,-3.12,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,Yes,No,0,10,20,9,13.014285714285739,0
18,2.8,-4.06,Single,2nd phase,Other,Daytime,Secondary education,Angolan,Higher education,Secondary Education,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,No,No,0,12,13,3,12.423076923076923,1
24,1.4,1.74,Single,Over 23 years old,Management,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Female,No,Yes,Yes,No,No,No,0,10,14,6,10.583333333333352,1
21,1.4,3.51,Single,1st phase,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative staff,Other,Female,No,No,No,Yes,Yes,No,0,12,15,12,12.31111111111108,1
18,2.8,-4.06,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Other,"Skilled Workers in Industry, Construction, and Craftsmen",Male,Yes,No,Yes,No,Yes,No,0,15,25,11,11.275360000000017,0
20,0.6,2.02,Single,2nd phase,Management,Daytime,Secondary education,Angolan,Secondary Education,Basic education or less,Administrative staff,Installation and Machine Operators and Assembly Workers,Male,Yes,No,Yes,No,Yes,No,0,10,16,9,12.25,0
20,1.4,1.74,Single,3rd phase,Other,Daytime,Secondary education,Cape Verdean,Secondary Education,Higher education,Unskilled Workers,Other,Female,Yes,No,No,Yes,No,No,0,12,19,9,12.168421052631578,1
18,0.5,1.79,Single,2nd phase,Tourism,Daytime,Secondary education,Angolan,Some High School,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,Yes,No,No,0,12,17,9,12.229411764705882,1
25,1.4,3.51,Single,Over 23 years old,Oral Hygiene,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,Yes,No,Yes,No,Yes,No,0,14,20,11,12.389714285714305,0
35,0.6,2.02,Married,Over 23 years old,Other,Daytime,Secondary education,Santomean,Specialized course,Secondary Education,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",Male,No,No,Yes,Yes,No,No,0,14,17,0,0.0,1
19,-0.3,0.79,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,Yes,No,0,15,17,14,13.168067226890741,0
18,-0.3,0.79,Single,1st phase,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Male,Yes,No,Yes,No,Yes,No,0,12,12,12,13.0,1
19,1.4,1.74,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Higher education,Basic education or less,Intermediate Level Technicians and Professions,Armed Forces Professions,Male,No,No,Yes,No,No,No,0,16,16,14,14.5357142857143,0
18,0.5,1.79,Single,2nd phase,Design and Multimedia,Daytime,Secondary education,Angolan,Higher education,Higher education,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Male,No,No,Yes,No,No,No,0,12,12,12,14.83333333333335,0
24,0.3,-0.92,Single,Over 23 years old,Equiniculture,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Santomean,Specialized course,Higher education,Unskilled Workers,Other,Male,Yes,No,Yes,Yes,No,No,0,12,28,8,12.887755102040813,1
25,-0.8,-3.12,Single,Change in institution/course,Social Service,Evening,Secondary education,Brazilian,Some High School,Unknown,Other,Other,Male,Yes,No,Yes,No,No,Yes,14,24,43,19,11.434177740863767,0
19,0.6,2.02,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers",Unskilled Workers,Male,No,No,Yes,No,Yes,No,0,12,21,11,13.738095238095244,0
19,0.3,-0.92,Single,2nd phase,Informatics Engineering,Daytime,Secondary education,Angolan,Specialized course,Secondary Education,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Male,No,No,Yes,No,No,No,0,10,0,0,0.0,1
30,-0.8,-3.12,Single,Over 23 years old,Equiniculture,Daytime,Other,Santomean,Some High School,Basic education or less,Other,Other,Male,No,No,No,No,Yes,No,0,10,18,0,0.0,1
19,2.8,-4.06,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",Male,Yes,No,Yes,No,No,No,0,14,17,0,0.0,1
21,0.6,2.02,Single,2nd phase,Management,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Administrative staff,Administrative staff,Male,Yes,No,Yes,No,No,No,0,10,15,1,6.666666666666667,1
29,-0.3,0.79,Single,Over 23 years old,Agronomy,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",Male,No,No,No,No,No,No,0,12,15,0,0.0,1
18,0.5,1.79,Single,1st phase,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Male,No,No,Yes,No,No,No,0,12,13,8,12.784615384615384,1
20,-0.3,0.79,Single,Change in institution/course,Design and Multimedia,Daytime,Secondary education,Other,Higher education,Higher education,Intermediate Level Technicians and Professions,Other,Male,No,No,Yes,No,No,No,10,14,21,11,11.946428571428571,1
18,1.4,3.51,Single,2nd phase,Journalism and Communication,Daytime,Secondary education,Angolan,Secondary Education,Secondary Education,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers, and Sellers",Male,Yes,No,No,No,No,No,0,12,6,0,0.0,1
19,1.4,3.51,Single,1st phase,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Other,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Male,Yes,No,Yes,No,No,No,0,10,14,8,12.638095238095257,0
35,0.3,-0.92,Single,Holders of other higher courses,Tourism,Daytime,Higher education,Italian,Specialized course,Basic education or less,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Male,No,No,Yes,No,No,No,0,12,13,0,0.0,1
20,1.4,1.74,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,Male,Yes,No,Yes,No,No,No,0,16,16,14,12.8414285714286,0
33,1.4,3.51,Married,Over 23 years old,Social Service,Daytime,Specialized course,Santomean,Specialized course,Basic education or less,Other,Installation and Machine Operators and Assembly Workers,Male,No,No,Yes,No,No,No,0,11,11,0,0.0,1
18,-0.8,-3.12,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Higher education,Administrative staff,Other,Male,Yes,No,Yes,No,No,No,0,12,13,12,13.551282051282053,0
19,-0.3,0.79,Single,2nd phase,Journalism and Communication,Daytime,Secondary education,Angolan,Higher education,Higher education,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,Male,Yes,No,Yes,No,No,No,0,12,26,7,10.907692307692308,1
18,2.6,0.32,Single,2nd phase,Journalism and Communication,Daytime,Secondary education,Angolan,Specialized course,Secondary Education,Administrative staff,Administrative staff,Male,Yes,No,Yes,No,No,No,0,12,18,6,4.333333333333333,1
28,1.4,3.51,Single,Over 23 years old,Management,Evening,Secondary education,Santomean,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen",Unskilled Workers,Male,No,No,No,No,No,No,0,10,0,0,0.0,1
18,0.3,-0.92,Single,1st phase,Management,Daytime,Secondary education,Portuguese,Higher education,Secondary Education,Other,"Personal Services, Security and Safety Workers, and Sellers",Male,No,No,Yes,No,No,No,0,10,11,10,13.181818181818164,0
25,2.8,-4.06,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher education,Higher education,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Male,Yes,No,Yes,Yes,No,No,0,12,17,12,11.571428571428598,1
19,1.4,3.51,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Male,No,Yes,No,Yes,No,No,0,12,12,9,11.25,1
18,-0.8,-3.12,Single,3rd phase,Design and Multimedia,Daytime,Secondary education,Cape Verdean,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Male,No,No,Yes,No,No,No,0,12,14,9,10.892857142857142,0
29,-0.3,0.79,Single,Holders of other higher courses,Agronomy,Daytime,Higher education,Italian,Higher education,Higher education,Other,Other,Male,Yes,No,Yes,No,No,No,3,12,19,12,16.381787802840442,0
20,1.4,3.51,Single,1st phase,Tourism,Daytime,Secondary education,Portuguese,Higher education,Higher education,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",Male,No,No,Yes,No,Yes,No,0,12,15,12,12.40952380952384,0
20,2.8,-4.06,Single,Specialized diploma,Agronomy,Daytime,Specialized course,Romanian,Higher education,Basic education or less,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Male,No,No,Yes,No,No,No,0,12,14,0,0.0,1
18,-0.8,-3.12,Single,1st phase,Design and Multimedia,Daytime,Secondary education,Portuguese,Higher education,Higher education,Specialists in Intellectual and Scientific Activities,Other,Male,Yes,No,Yes,No,No,No,0,12,13,12,14.807692307692323,0
21,0.5,1.79,Single,1st phase,Tourism,Daytime,Secondary education,Portuguese,Higher education,Secondary Education,Specialists in Intellectual and Scientific Activities,Other,Male,Yes,No,Yes,No,Yes,No,0,12,12,12,12.91666666666665,0
18,-0.8,-3.12,Single,2nd phase,Tourism,Daytime,Secondary education,Angolan,Higher education,Higher education,Specialists in Intellectual and Scientific Activities,Other,Male,No,No,No,No,No,No,0,12,23,7,10.469565217391304,1
20,2.6,0.32,Single,1st phase,Informatics Engineering,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Other,Other,Male,Yes,No,Yes,No,No,No,0,10,15,7,11.194444444444466,0
26,0.3,-0.92,Single,Over 23 years old,Management,Evening,Secondary education,Santomean,Secondary Education,Basic education or less,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Female,No,No,Yes,No,No,No,0,6,10,0,0.0,1
19,-0.8,-3.12,Single,2nd phase,Advertising and Marketing Management,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Other,Installation and Machine Operators and Assembly Workers,Female,No,No,Yes,Yes,No,No,0,10,10,1,5.0,1
24,1.4,3.51,Single,Over 23 years old,Oral Hygiene,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,No,Yes,Yes,No,1,15,29,10,12.173793103448274,1
20,0.6,2.02,Single,1st phase,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,Yes,No,0,12,15,12,14.999999999999993,0
26,1.4,1.74,Single,2nd phase,Management,Evening,Secondary education,Angolan,Specialized course,Higher education,Unskilled Workers,Intermediate Level Technicians and Professions,Female,Yes,No,No,Yes,No,No,0,10,11,0,0.0,1
31,1.4,1.74,Single,Over 23 years old,Management,Daytime,Other,Santomean,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen",Unskilled Workers,Female,No,No,Yes,No,No,No,0,10,17,5,12.602941176470589,1
27,-0.8,-3.12,Married,Change in institution/course,Nursing,Daytime,Secondary education,Brazilian,Specialized course,Basic education or less,Unskilled Workers,Armed Forces Professions,Female,Yes,No,Yes,No,No,No,0,16,16,16,13.81375,0
